Date/Time,CHARGE SCH:Schedule Value [](TimeStep),CHILLER TEMP SCH:Schedule Value [](TimeStep),ICE TANK TEMP SCH:Schedule Value [](TimeStep),NUM TANKS:Schedule Value [](TimeStep),CHRG TEMP:Schedule Value [](TimeStep),TRIM TEMP:Schedule Value [](TimeStep),90.1-2007 WATERCOOLED  CENTRIFUGAL CHILLER 0 374TONS 0.6KW/TON:Chiller Electricity Rate [W](TimeStep),90.1-2007 WATERCOOLED  CENTRIFUGAL CHILLER 1 374TONS 0.6KW/TON:Chiller Electricity Rate [W](TimeStep),mdot_branch:PythonPlugin:OutputVariable [](TimeStep),mdot_tank:PythonPlugin:OutputVariable [](TimeStep),soc:PythonPlugin:OutputVariable [](TimeStep),t_branch_in:PythonPlugin:OutputVariable [](TimeStep),t_branch_out:PythonPlugin:OutputVariable [](TimeStep),t_tank_out:PythonPlugin:OutputVariable [](TimeStep),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep)
 07/13  11:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,152873.88131380337,63.89465090867328,37.26911804933875,0.8697308986478374,10.0,9.187359734490352,9.187359734490352,1030073286.3644587,38545986.581450105
 07/13  11:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,163120.12417950178,63.89465090867328,37.26911804933875,0.8127230351358826,10.0,9.26142173696314,9.26142173696314,1040382347.0805341,33814205.281093046
 07/13  11:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,166408.85978485158,63.89465090867328,37.26911804933875,0.7609028839826457,10.0,9.31058776332868,9.31058776332868,1044022901.1164832,28064097.748873234
 07/13  11:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,167947.59126614072,63.89465090867328,37.26911804933875,0.7125265932988751,10.0,9.343346383794678,9.343346383794678,1045924649.1477165,44162793.29636078
 07/13  12:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,169423.21716081252,63.89465090867328,37.26911804933875,0.6664448976108103,10.0,9.364905042655142,9.364905042655142,1047795963.4000622,25917263.266101554
 07/13  12:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,175973.9949824902,63.89465090867328,37.26911804933875,0.6218732896502397,10.0,9.378755989197902,9.378755989197902,1089874646.7989101,34294431.94214549
 07/13  12:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,178710.22038682742,63.89465090867328,37.26911804933875,0.5782718786079366,10.0,9.387468264620358,9.387468264620358,1095775723.7958772,35732940.388643384
 07/13  12:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,179797.48031380848,63.89465090867328,37.26911804933875,0.535280723531886,10.0,9.3931167125538,9.3931167125538,1098035041.391536,24974372.248843417
 07/13  12:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,181360.2513151991,63.89465090867328,37.26911804933875,0.4926852169958903,10.0,9.397520814039455,9.397520814039455,1101479378.5233574,39518913.27228592
 07/13  12:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,183060.0693880614,63.89465090867328,37.26911804933875,0.4503981980911136,10.0,9.402368981946271,9.402368981946271,1105199881.0175006,30388732.5325517
 07/13  13:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,184720.47216719633,63.89465090867328,37.26911804933875,0.408450771686237,10.0,9.40926122468918,9.40926122468918,1109086349.734779,27118742.63673169
 07/13  13:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,186916.78372097472,63.89465090867328,37.26911804933875,0.36698611609045095,10.0,9.419684806138795,9.419684806138795,1113842799.3364308,29031439.352406956
 07/13  13:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,188750.63956272337,63.89465090867328,37.26911804933875,0.3262515858018783,10.0,9.434932868906795,9.434932868906795,1117488776.3816578,26469989.979745463
 07/13  13:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,190738.84695102292,63.89465090867328,37.26911804933875,0.2865851141807326,10.0,9.455980644365878,9.455980644365878,1122410186.6763153,21609541.184538092
 07/13  13:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,193563.7427213309,63.89465090867328,37.26911804933875,0.24839294518747934,10.0,9.483344632694118,9.483344632694118,1130908991.169982,20813491.39692281
 07/13  13:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,196850.6291910445,63.89465090867328,37.26911804933875,0.21211750131229679,10.0,9.516962097430788,9.516962097430788,1141570000.6366644,20821545.113138095
 07/13  14:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,200459.7982639094,63.89465090867328,37.26911804933875,0.1781968106366011,10.0,9.55613409928921,9.55613409928921,1154113048.2866414,20829763.868733596
 07/13  14:10:00,-1.0,9.520329834005224,6.7,1.0,-3.8,10.0,0.0,204554.37302350035,63.89465090867328,37.26911804933875,0.14701994366768822,10.0,9.599567542672698,9.599567542672698,1177671075.973145,20690813.09862284
 07/13  14:20:00,-1.0,8.83443876068914,6.7,1.0,-3.8,10.0,0.0,204521.30541971826,63.89465090867328,37.26911804933875,0.11884521765606548,10.014373059077432,9.659465002028057,9.659465002028057,1187577129.4892483,20680350.766402427
 07/13  14:30:00,-1.0,8.214594788433441,6.7,1.0,-3.8,10.0,0.0,204536.01177373403,63.89465090867328,37.26911804933875,0.09355276115021616,10.154463067155941,9.842656258426306,9.842656258426306,1206636409.266517,20685640.70627398
 07/13  14:40:00,-1.0,7.658160745304755,6.7,1.0,-3.8,10.0,0.0,204607.28408572855,63.89465090867328,37.26911804933875,0.07120402843052775,10.350794994477555,10.081514933544394,10.081514933544394,1218227261.2354298,20690901.62691269
 07/13  14:50:00,-1.0,7.16648862547161,6.7,1.0,-3.8,10.0,0.0,204725.56529090923,63.89465090867328,37.26911804933875,0.0519411683883616,10.522933024737135,10.296001433956917,10.296001433956917,1218437931.2738452,20803284.004534423
 07/13  15:00:00,-1.0,6.742705704543955,6.7,1.0,-3.8,10.0,0.0,204881.51161956877,63.89465090867328,37.26911804933875,0.035751811055590554,10.658986101796003,10.472259789811275,10.472259789811275,1218570776.4072404,25326581.577083915
 07/13  15:10:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,205128.65978903655,63.89465090867328,37.26911804933875,0.03566576720581793,10.787388163941138,10.787388163941138,10.787388163941138,1248158579.8348608,34582916.26997894
 07/13  15:20:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,205385.87610304792,63.89465090867328,37.26911804933875,0.0355797233560452,10.95673978462635,10.95673978462635,10.95673978462635,1248279291.8563879,22626964.52801606
 07/13  15:30:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,205644.55914956663,63.89465090867328,37.26911804933875,0.03549367950627258,11.100499281875372,11.100499281875372,11.100499281875372,1248280838.3061047,22672706.650236826
 07/13  15:40:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,205904.69266845626,63.89465090867328,37.26911804933875,0.03540763565649996,11.226186057845489,11.226186057845489,11.226186057845489,1248573604.4236004,30809975.001679834
 07/13  15:50:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,206166.27195058705,63.89465090867328,37.26911804933875,0.035321591806727226,11.344998602586745,11.344998602586745,11.344998602586745,1248978193.3074527,32184964.96173454
 07/13  16:00:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,206429.35116302845,63.89465090867328,37.26911804933875,0.035235547956954605,11.46033285509672,11.46033285509672,11.46033285509672,1249185043.9059744,22635921.195590574
 07/13  16:10:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,206455.73876449527,63.89465090867328,37.26911804933875,0.035149504107181984,11.555831594398157,11.555831594398157,11.555831594398157,1047380301.1281788,19877523.391821362
 07/13  16:20:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,206455.73996282273,63.89465090867328,37.26911804933875,0.03506346025740925,11.54357602464912,11.54357602464912,11.54357602464912,950643728.4749053,19629043.5569507
 07/13  16:30:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,206455.7399628771,63.89465090867328,37.26911804933875,0.03497741640763663,10.952492582626332,10.952492582626332,10.952492582626332,948375566.2760425,19633995.290842816
 07/13  16:40:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,206455.7399628771,63.89465090867328,37.26911804933875,0.03489137255786401,10.634093975217127,10.634093975217127,10.634093975217127,937333175.7422937,19638762.940182112
 07/13  16:50:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,206455.7399628771,63.89465090867328,37.26911804933875,0.03480532870809128,10.321962196333857,10.321962196333857,10.321962196333857,929791747.7277582,19643366.453667313
 07/13  17:00:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,207140.14404581167,63.89465090867328,37.26911804933875,0.034719284858318655,10.013195006301356,10.013195006301356,10.013195006301356,926805417.9634421,14864924.597138405
 07/13  17:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,207983.8287653395,63.89465090867328,37.26911804933875,0.034633241008546034,9.736227755845835,9.736227755845835,9.736227755845835,836378674.0186075,9586119.730583875
 07/13  17:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,208741.9588692405,63.89465090867328,37.26911804933875,0.0345471971587733,9.31044428473228,9.31044428473228,9.31044428473228,834457505.2428821,18925212.16860669
 07/13  17:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,209358.35089809907,63.89465090867328,37.26911804933875,0.03446115330900068,8.89642805949509,8.89642805949509,8.89642805949509,834078465.960983,18958678.55673849
 07/13  17:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,208881.99514702611,63.89465090867328,37.26911804933875,0.03437510945922806,8.52930201010058,8.52930201010058,8.52930201010058,833762672.716901,18997701.9871604
 07/13  17:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,208788.8442539283,63.89465090867328,37.26911804933875,0.03428906560945533,8.609625748680456,8.609625748680456,8.609625748680456,833511968.4121082,5127364.35598484
 07/13  18:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,208741.96581060297,63.89465090867328,37.26911804933875,0.034203021759682706,8.531390497007607,8.531390497007607,8.531390497007607,833306693.7406379,18821488.30901164
 07/13  18:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,208964.586687842,63.89465090867328,37.26911804933875,0.034116977909910084,8.432862409072845,8.432862409072845,8.432862409072845,818352012.8713888,18300758.190529335
 07/13  18:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,209221.69928565345,63.89465090867328,37.26911804933875,0.03403093406013735,8.326416422191201,8.326416422191201,8.326416422191201,818247082.4117247,5025948.539621178
 07/13  18:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,209469.4348210704,63.89465090867328,37.26911804933875,0.03394489021036473,8.216771316514553,8.216771316514553,8.216771316514553,818198155.1782398,18188160.363026064
 07/13  18:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,209705.99092524627,63.89465090867328,37.26911804933875,0.03385884636059211,8.110661140480927,8.110661140480927,8.110661140480927,818148012.133152,18296579.966260932
 07/13  18:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,209925.60480737258,63.89465090867328,37.26911804933875,0.03377280251081938,8.008908394055371,8.008908394055371,8.008908394055371,818162955.3669078,5025948.539621178
 07/13  19:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,210132.3381344064,63.89465090867328,37.26911804933875,0.033686758661046756,7.914061662187144,7.914061662187144,7.914061662187144,818192588.9611003,18243781.103125464
 07/13  19:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,210230.868695953,63.89465090867328,37.26911804933875,0.033600714811274135,7.824438117752931,7.824438117752931,7.824438117752931,788301052.0027641,5025948.539621178
 07/13  19:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,210311.4608792153,63.89465090867328,37.26911804933875,0.0335146709615014,7.7297727330655315,7.7297727330655315,7.7297727330655315,788327911.5835384,18421475.971067615
 07/13  19:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,210386.36789779025,63.89465090867328,37.26911804933875,0.03342862711172878,7.634660074801591,7.634660074801591,7.634660074801591,788385076.4563775,18487520.923802357
 07/13  19:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,210452.86858906184,63.89465090867328,37.26911804933875,0.03334258326195616,7.539263141379211,7.539263141379211,7.539263141379211,788453691.5670806,5025948.539621178
 07/13  19:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,210579.79912653106,63.89465090867328,37.26911804933875,0.03325653941218343,7.444749721331714,7.444749721331714,7.444749721331714,825657470.7132316,18427001.569420613
 07/13  20:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,210793.35983372977,63.89465090867328,37.26911804933875,0.03317049556241081,7.320054406726387,7.320054406726387,7.320054406726387,824916622.4326367,18497907.218789674
 07/13  20:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,211278.963819237,63.89465090867328,63.89465090867328,0.024632371858288926,7.15233591170571,7.0478710708384265,7.0478710708384265,809568546.2913299,5025948.539621178
 07/13  20:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,211846.24996344125,63.89465090867328,63.89465090867328,0.01748632984007381,6.907277639230975,6.820021137485408,6.820021137485408,809266952.0382265,5025948.539621178
 07/13  20:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,212355.4648361836,63.89465090867328,0.0,0.01740028599030119,6.625857418797727,6.625857418797727,6.625857418797727,809187281.7731698,17479821.421021294
 07/13  20:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,212898.11291895882,63.89465090867328,0.0,0.01731424214052857,6.366878040469627,6.366878040469627,6.366878040469627,809214622.2982969,5025948.539621178
 07/13  20:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,213479.1229873214,63.89465090867328,0.0,0.017228198290755836,6.087263025997235,6.087263025997235,6.087263025997235,809292386.5213171,5025948.539621178
 07/13  21:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,214088.8661425145,63.89465090867328,0.0,0.017142154440983215,5.783673629125705,5.783673629125705,5.783673629125705,809389603.2667522,17449910.029263444
 07/13  21:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,215000.85670479233,63.89465090867327,0.0,0.01705611059121059,5.459738271244167,5.459738271244167,5.459738271244167,672557898.804572,5025948.539621178
 07/13  21:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,205340.64586923944,63.894650908673285,0.0,0.01697006674143786,0.2495705033326745,0.2495705033326745,0.2495705033326745,666718231.8818024,5025948.539621178
 07/13  21:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,172524.20276750316,63.89465090867328,63.89465090867328,0.06396325560950378,-3.8,-3.1911987616963606,-3.1911987616963606,663913431.5787174,5025948.539621178
 07/13  21:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,138297.45077662944,63.89465090867333,63.89465090867333,0.10631045804502501,-3.8000000000000025,-3.2424912560516947,-3.2424912560516947,637109281.9277692,17350072.734157104
 07/13  21:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,137779.09356353962,63.894650908673285,63.894650908673285,0.14508259047636607,-3.8,-3.282565306729823,-3.282565306729823,638052578.6879994,5025948.539621178
 07/13  22:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,85079.62330925404,63.894650908673285,63.894650908673285,0.18106157474195694,-3.8,-3.314253451212237,-3.314253451212237,585535988.4926282,5025948.539621178
 07/13  22:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,127599.68955501878,63.894650908673285,63.894650908673285,0.21483190574841027,-3.8,-3.3395448960019096,-3.3395448960019096,607432383.4587098,5025948.539621178
 07/13  22:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,137550.30097704483,63.894650908673256,63.894650908673256,0.24683943136264475,-3.7999999999999985,-3.3598740328568018,-3.3598740328568018,606951890.5509104,17354422.87160477
 07/13  22:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,137381.75966479708,63.894650908673285,63.894650908673285,0.27743002281732554,-3.8,-3.376301944440459,-3.376301944440459,607545641.8128395,5025948.539621178
 07/13  22:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,84155.7156704687,63.894650908673306,63.894650908673306,0.306875594232092,-3.8000000000000007,-3.389633551803989,-3.389633551803989,554847904.483004,5025948.539621178
 07/13  22:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,83307.89078585355,63.89465090867328,63.89465090867328,0.335391956993782,-3.8,-3.4004950923613855,-3.4004950923613855,553534836.2481934,5025948.539621178
 07/13  23:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,104499.63067705139,63.89465090867337,63.89465090867337,0.36315127394723135,-3.800000000000005,-3.409386521719587,-3.409386521719587,584213888.5932844,8156409.7870885935
 07/13  23:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,141761.16521399425,63.89465090867328,63.89465090867328,0.39029086119573353,-3.8,-3.416717654789368,-3.416717654789368,603513483.5289495,13705547.585506728
 07/13  23:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,138759.31479181914,63.894650908673285,63.894650908673285,0.41691947087795,-3.8,-3.422833481085875,-3.422833481085875,600545468.872457,5025948.539621178
 07/13  23:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,86612.18592134483,63.894650908673285,63.894650908673285,0.4431218094766831,-3.8,-3.4280320655166547,-3.4280320655166547,550026698.0389147,5025948.539621178
 07/13  23:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,70483.34701538927,63.89465090867333,63.89465090867333,0.46896180844861024,-3.8000000000000025,-3.4325772078345747,-3.4325772078345747,536232981.3144238,5025948.539621178
 07/13  23:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,106838.06894991526,63.89465090867328,63.89465090867328,0.4944850124943053,-3.8,-3.4367072621009425,-3.4367072621009425,579833869.1863978,5025948.539621178
 07/13  24:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,152208.7845533702,63.894650908673285,63.894650908673285,0.5197203531145833,-3.8,-3.440641030530473,-3.440641030530473,613254748.707321,5025948.539621178
 07/14  00:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,144859.39565611916,63.894650908673285,63.894650908673285,0.5446815113677808,-3.8,-3.4445813391836766,-3.4445813391836766,606597365.0826249,5025948.539621178
 07/14  00:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,82439.96798083585,63.894650908673256,63.894650908673256,0.5693680314024565,-3.7999999999999985,-3.4487167146645956,-3.4487167146645956,544480365.3193392,5025948.539621178
 07/14  00:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,83315.14085799137,63.894650908673285,63.894650908673285,0.5937663171248093,-3.8,-3.4532214744524206,-3.4532214744524206,546609973.1512897,5025948.539621178
 07/14  00:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,62665.968669288646,63.8946509086733,63.8946509086733,0.6178506225700107,-3.8000000000000016,-3.4582544957272283,-3.4582544957272283,531237793.73971266,5025948.539621178
 07/14  00:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,141854.87314545317,63.894650908673285,63.894650908673285,0.64158412808598,-3.8,-3.4639569227460627,-3.4639569227460627,607405150.5092533,5025948.539621178
 07/14  01:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,136983.3663479637,63.89465090867337,63.89465090867337,0.6649201763122963,-3.800000000000005,-3.4704490982651315,-3.4704490982651315,599171886.3550826,5025948.539621178
 07/14  01:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,149937.7380686485,63.894650908673285,63.894650908673285,0.6878037220379662,-3.8,-3.477827047947042,-3.477827047947042,610484885.4128509,5025948.539621178
 07/14  01:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,85672.91632040398,63.89465090867328,63.89465090867328,0.7101730270948676,-3.8,-3.4861588949700018,-3.4861588949700018,548145670.7293583,5025948.539621178
 07/14  01:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,60817.64408159274,63.894650908673285,63.894650908673285,0.7319616051517355,-3.8,-3.4954816207660433,-3.4954816207660433,529983940.583388,5025948.539621178
 07/14  01:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,52543.73771825932,63.89465090867333,63.89465090867333,0.7531003922836446,-3.8000000000000025,-3.5057986021335967,-3.5057986021335967,535502144.43862283,5025948.539621178
 07/14  01:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,156814.17428373275,63.894650908673185,63.894650908673185,0.7735200892039251,-3.7999999999999945,-3.517078331522144,-3.517078331522144,618921481.4980284,5025948.539621177
 07/14  02:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,150712.90330400932,63.89465090867328,63.89465090867328,0.7931535926918336,-3.8,-3.5292546568259024,-3.5292546568259024,610593944.7673789,5025948.539621178
 07/14  02:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,85488.57480281938,63.89465090867328,60.109106671311736,0.8118950965008622,-3.8,-3.542760088793062,-3.5265596639753434,547961529.6780002,5025948.539621178
 07/14  02:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,35260.54536003777,63.894650908673256,56.76952211040297,0.8296997534540895,-3.7999999999999985,-3.5567816151493545,-3.526255335312122,512042204.5305221,5025948.539621178
 07/14  02:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,47084.75189781274,63.894650908673285,56.78237807478315,0.846566092808586,-3.8,-3.5707652562038392,-3.542052474242894,521403547.4703386,5025948.539621178
 07/14  02:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,138967.53282013428,63.894650908673206,56.79564107179345,0.8624577648882943,-3.799999999999996,-3.585107121111058,-3.558247196083015,606193737.4139702,5025948.539621177
 07/14  02:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,147179.04667742545,63.894650908673285,56.80911339886309,0.8773497995577391,-3.8,-3.5996343722505904,-3.5746436958228966,608287286.7447307,5025948.539621178
 07/14  03:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,136679.96429592883,63.89465090867337,56.82263019483553,0.8912292746446437,-3.800000000000005,-3.61417222688513,-3.5910445072394777,599034218.3750684,5025948.539621178
 07/14  03:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,69466.159228582,63.89465090867328,56.83603599691791,0.9040954511045751,-3.8,-3.6285513746176754,-3.607258724585057,543099446.0224322,5025948.539621178
 07/14  03:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,42560.84866883214,63.894650908673285,56.849185705798476,0.9159593914301467,-3.8,-3.6426146140110744,-3.623109439985109,525588055.71047574,5025948.539621178
 07/14  03:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,39643.20935676363,63.89465090867328,56.861948481667206,0.9268431154920789,-3.8,-3.6562222713581387,-3.6384397998078533,523698129.6301487,5025948.539621178
 07/14  03:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,77534.19322119716,63.89465090867333,56.8742113774141,0.9367783786876799,-3.8000000000000025,-3.669256113644815,-3.653117348358955,563403738.9450992,5025948.539621178
 07/14  03:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,150416.88202232152,63.894650908673285,11.637572760200712,0.9451455458492568,-3.8,-3.6886060098125646,-3.1884051027640896,620268915.4141492,5025948.539621178
 07/14  04:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,143678.6407063709,63.89465090867328,10.862169200588935,0.9527766119119074,-3.8,-3.6986411008551516,-3.20377549292858,612839675.1149766,5025948.539621178
 07/14  04:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,64504.8006244361,63.89465090867327,10.86216169943136,0.9597552496261039,-3.799999999999999,-3.7076069274834778,-3.256514892875152,541002508.5012039,5025948.539621177
 07/14  04:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,15748.292672365918,63.89465090867326,10.86215561519235,0.9661089723033506,-3.799999999999999,-3.7161230331311526,-3.306609027966092,508624016.3982655,5025948.539621178
 07/14  04:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,10208.11164370882,63.89465090867321,10.862150634750552,0.9718691253040856,-3.799999999999996,-3.7241472612396374,-3.3538098829107925,505294507.95628405,5025948.539621178
 07/14  04:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,9312.090294278127,63.89465090867333,10.862146525720219,0.9770699923018391,-3.8000000000000025,-3.731650462561189,-3.3979459654607522,505059766.7058724,5025948.539621178
 07/14  04:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,8618.949753787574,63.89465090867328,10.862145356008687,0.981747888726843,-3.8,-3.7386160378606474,-3.4389196881704835,504922055.45048577,5025948.539621178
 07/14  05:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,8010.164927881301,63.89465090867328,10.862145072378029,0.9859402868647135,-3.8,-3.745038955407391,-3.476701357381897,504796755.9720472,5025948.539621178
 07/14  05:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,136013.74294170178,63.89465090867328,10.862144940447466,0.9896850097633018,-3.8000000000000003,-3.750924378764054,-3.5113213178254736,659077970.9911869,17545539.329179145
 07/14  05:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,167681.33482585585,63.89465090867327,10.86214491912664,0.9930195205893899,-3.8,-3.7562860607441584,-3.542860465461409,703057003.8266693,5025948.539621177
 07/14  05:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,152362.41950545728,63.89465090867328,37.26686390421615,0.9960563152338626,-3.8,-3.760418713185311,-3.7321372329573856,680646834.9251509,5462017.242721223
 07/14  05:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,152330.4938303809,63.89465090867328,37.263483748861155,0.9987290718224786,-3.8,-3.7650755145937023,-3.740115963975894,643056432.2430298,19057997.190052703
 07/14  05:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,150153.80211660799,63.89465090867328,37.246467831530275,1.0,-3.8,-3.768834592168937,-3.7465371357413253,640441387.6893411,10711579.10150998
 07/14  06:00:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.246467831530275,1.0,-3.8,-3.8,-3.8,520534735.7184349,8790768.670169957
 07/14  06:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.246467831530275,1.0,-0.15551719153436536,-0.15551719153436536,-0.15551719153436536,662687444.468717,21323131.741022523
 07/14  06:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,35881.38590969389,63.89465090867328,37.246467831530275,1.0,3.501980663572954,3.501980663572954,3.501980663572954,709444645.525164,21350554.60848481
 07/14  06:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,143963.92898404668,63.89465090867328,37.246467831530275,1.0,6.7,6.7,6.7,780930920.7016213,7597947.444194119
 07/14  06:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,180553.23877277758,63.89465090867328,37.246467831530275,1.0,6.7,6.7,6.7,807313065.589189,20102195.167261258
 07/14  06:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,190191.88153254663,63.89465090867328,37.246467831530275,1.0,6.7,6.7,6.7,814477559.4834279,18970846.480415203
 07/14  07:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,191936.7214750635,63.89465090867328,37.246467831530275,1.0,6.7,6.7,6.7,815797720.9002279,7972032.605668398
